Crime,2600 GWYNNS FALLS PKWY,AUTO THEFT,,NA,731,NORTHWEST,BRADDISH AVE./PANWAY,-76.66070762,39.31486885,,,,1
Crime,1600 NORTHWICK RD,LARCENY FROM AUTO,,NA,412,NORTHEAST,HILLEN,-76.58901097,39.34360453,,,,1
Crime,1900 BELAIR RD,SHOOTING,Outside,FIREARM,331,EASTERN,SOUTH CLIFTON PARK,-76.58403049,39.31269579,,PARKING LOT,,1
Crime,400 S CHAPELGATE LN,AUTO THEFT,O,NA,833,SOUTHWEST,BEECHFIELD,-76.69923463,39.27867131,,STREET,,1
Crime,4200 CONNECTICUT AVE,LARCENY,I,NA,824,SOUTHWEST,IRVINGTON,-76.68553671,39.28418464,,ROW/TOWNHOUSE-OCC,,1
Crime,400 S WASHINGTON ST,LARCENY,O,NA,212,SOUTHEAST,UPPER FELLS POINT,-76.58891074,39.2867391,,STREET,,1
Crime,200 N CASTLE ST,AUTO THEFT,O,NA,212,SOUTHEAST,MIDDLE EAST,-76.58839397,39.29461237,,STREET,,1
Crime,1100 N STRICKER ST,COMMON ASSAULT,,NA,724,WESTERN,SANDTOWN-WINCHESTER,-76.641743,39.30127549,,,Central,1
Crime,2800 W FRANKLIN ST,AUTO THEFT,,NA,835,SOUTHWEST,PENROSE/FAYETTE ST OUTREACH,-76.66342397,39.29329294,,,,1
Crime,1500 COLE ST,AGG. ASSAULT,,OTHER,935,SOUTHERN,NEW SOUTHWEST/MOUNT CLARE,-76.64144854,39.28214538,,,,1
Crime,3300 DULANY ST,BURGLARY,,NA,832,SOUTHWEST,SAINT AGNES,-76.67481116,39.27448775,,,,1
Crime,1800 CLIFTON AVE,BURGLARY,,NA,731,WESTERN,MONDAWMIN,-76.64772765,39.31188143,,,Western,1
Crime,2800 Wegworth Ln,ARSON,,FIRE,923,SOUTHERN,LAKELAND,-76.64100288,39.25341765,,,,1
Crime,0 W PATAPSCO AVE,LARCENY,,NA,912,SOUTHERN,MORRELL PARK,-76.58533839,39.23241818,,,,1
Crime,2200 EDGEWATER ST,AUTO THEFT,,NA,234,SOUTHEAST,FORT HOLABIRD,-76.5380784,39.26410143,,,,1
Crime,1400 RUSSELL ST,BURGLARY,,NA,941,SOUTHERN,CARROLL - CAMDEN INDUSTRIAL AREA,-76.62662766,39.27489768,,,,1
Crime,2500 WASHINGTON BLVD,COMMON ASSAULT,,NA,831,SOUTHWEST,MORRELL PARK,-76.65223927,39.26696582,,,,1
Crime,1000 N FULTON AVE,COMMON ASSAULT,,NA,724,WESTERN,SANDTOWN-WINCHESTER,-76.64570331,39.30013565,,,,1
Crime,100 N CLINTON ST,LARCENY FROM AUTO,,NA,222,SOUTHEAST,BALTIMORE-LINWOOD,-76.57093063,39.29410508,,,,1
Crime,3000 HOLLINS FERRY RD,AUTO THEFT,O,NA,923,SOUTHERN,LAKELAND,-76.64667868,39.25300397,,PARKING LOT-OUTSIDE,,1
Crime,1700 RUSSELL ST,LARCENY,O,NA,941,SOUTHERN,CARROLL - CAMDEN INDUSTRIAL AREA,-76.62954729,39.27289376,,GAS STATION,,1
Crime,800 N HOWARD ST,BURGLARY,I,NA,124,CENTRAL,DOWNTOWN,-76.61997434,39.29865073,,RETAIL/SMALL BUSINES,,1
Crime,800 N HOWARD ST,BURGLARY,I,NA,124,CENTRAL,DOWNTOWN,-76.61997434,39.29865073,,RETAIL/SMALL BUSINES,,1
